Site,Transmitter Easting,Transmitter northing,Capacite_theorique,Capacite_th,Site_Population,Population/Capacity
35051_001,307849.0,2354639.0,> 240 Mbps,240,2104,8.766666666666667
35051_002,305002.0,2354719.0,> 450 Mbps,450,4879,10.842222222222222
35051_003,308169.0,2351474.0,> 450 Mbps,450,1256,2.7911111111111118
35051_004,305541.0,2352335.0,> 240 Mbps,240,2433,10.1375
35051_009,306619.0,2353810.0,> 1 Gbps,1000,2585,2.585
35051_011,307794.0,2353355.0,> 1 Gbps,1000,287,0.287
35055_001,305408.0,2351638.0,> 1 Gbps,1000,2275,2.275
35055_002,304520.0,2349560.0,> 240 Mbps,240,1517,6.320833333333334
35062_001,347843.0,2378913.0,> 450 Mbps,450,2955,6.566666666666666
35066_002,298699.0,2344172.0,> 1 Gbps,1000,4228,4.228
35067_001,309438.0,2366537.0,> 450 Mbps,450,2727,6.06
35068_002,321560.0,2351350.0,> 240 Mbps,240,3666,15.275
35069_001,313972.0,2344653.0,> 240 Mbps,240,3708,15.45
35071_001,335478.0,2387601.0,> 450 Mbps,450,914,2.031111111111111
35072_001,340010.0,2362330.0,> 240 Mbps,240,1873,7.804166666666666
35072_003,342891.0,2364694.0,> 450 Mbps,450,2755,6.122222222222222
35076_001,293450.0,2347955.0,> 240 Mbps,240,2462,10.258333333333333
35080_001,286720.0,2354200.0,> 240 Mbps,240,2619,10.9125
35085_003,296774.0,2389209.0,> 240 Mbps,240,4436,18.48333333333333
35087_001,326900.0,2349475.0,> 240 Mbps,240,417,1.7375
35088_001,306856.0,2339293.0,> 240 Mbps,240,5363,22.34583333333333
35090_001,301419.0,2334464.0,> 450 Mbps,450,2779,6.175555555555556
35093_002,276225.0,2410991.0,> 450 Mbps,450,3740,8.311111111111112
35093_005,275890.0,2413409.0,> 240 Mbps,240,4195,17.479166666666668
35093_006,275682.0,2412131.0,> 240 Mbps,240,2756,11.483333333333333
35093_008,275079.0,2412546.0,> 240 Mbps,240,2339,9.745833333333334
35095_002,298485.0,2401578.0,> 240 Mbps,240,6616,27.566666666666663
35096_002,322469.0,2346294.0,> 240 Mbps,240,650,2.708333333333333
35096_003,320175.0,2347191.0,> 240 Mbps,240,98,0.4083333333333333
35096_004,322226.0,2348810.0,> 450 Mbps,450,869,1.931111111111111
35097_001,336249.0,2341143.0,> 240 Mbps,240,712,2.966666666666667
35097_003,331325.0,2338530.0,> 450 Mbps,450,1562,3.471111111111111
35099_003,311125.0,2347125.0,> 240 Mbps,240,2854,11.891666666666667
35108_002,318200.0,2335794.0,> 450 Mbps,450,1155,2.566666666666667
35109_001,336350.0,2347580.0,> 240 Mbps,240,533,2.220833333333333
35109_002,336256.0,2344977.0,> 240 Mbps,240,1112,4.633333333333334
35109_003,330341.0,2347743.0,> 240 Mbps,240,718,2.9916666666666667
35115_007,337286.0,2379287.0,> 450 Mbps,450,8482,18.84888888888889
35115_008,339590.0,2377900.0,> 450 Mbps,450,4964,11.03111111111111
35115_009,339400.0,2380220.0,> 240 Mbps,240,3492,14.55
35117_001,261590.0,2359250.0,> 450 Mbps,450,1260,2.8
35119_001,341295.0,2337770.0,> 240 Mbps,240,1613,6.720833333333333
35119_002,340465.0,2342084.0,> 240 Mbps,240,335,1.3958333333333333
35120_001,292892.0,2366825.0,> 240 Mbps,240,4908,20.45
35123_001,288900.0,2342120.0,> 450 Mbps,450,2000,4.444444444444445
35123_003,292266.0,2341422.0,> 240 Mbps,240,2301,9.5875
35124_001,296267.0,2310670.0,> 450 Mbps,450,4015,8.922222222222222
35125_001,333869.0,2332129.0,> 450 Mbps,450,5081,11.29111111111111
35126_003,291685.0,2336969.0,> 240 Mbps,240,4689,19.5375
35127_001,285890.0,2329470.0,> 240 Mbps,240,2060,8.583333333333334
35129_001,287643.0,2322809.0,> 240 Mbps,240,4007,16.695833333333333
35130_001,292320.0,2374060.0,> 240 Mbps,240,2433,10.1375
35131_002,291776.0,2354172.0,> 450 Mbps,450,4311,9.58
35132_001,292222.0,2408252.0,> 450 Mbps,450,3242,7.204444444444444
35133_002,273970.0,2355881.0,> 450 Mbps,450,2330,5.177777777777778
35135_001,281850.0,2369050.0,> 240 Mbps,240,1585,6.604166666666667
35136_002,313344.0,2336962.0,> 240 Mbps,240,5006,20.85833333333333
35137_001,336444.0,2374069.0,> 240 Mbps,240,2638,10.991666666666667
35142_001,342568.0,2386845.0,> 240 Mbps,240,1316,5.483333333333333
35145_003,286300.0,2314635.0,> 450 Mbps,450,1413,3.14
35147_002,292335.0,2393692.0,> 450 Mbps,450,768,1.7066666666666668
35149_002,285159.0,2338578.0,> 450 Mbps,450,1689,3.753333333333333
35150_001,336368.0,2380100.0,> 450 Mbps,450,1179,2.62
35152_004,313623.0,2364312.0,> 450 Mbps,450,4020,8.933333333333334
35154_002,326200.0,2364224.0,> 240 Mbps,240,1564,6.516666666666667
35157_001,344900.0,2381600.0,> 240 Mbps,240,1690,7.041666666666667
35161_001,325606.0,2346039.0,> 240 Mbps,240,906,3.775
35161_002,328382.0,2346154.0,> 240 Mbps,240,397,1.6541666666666666
35162_001,343760.0,2393228.0,> 450 Mbps,450,5378,11.95111111111111
35167_001,325641.0,2320572.0,> 450 Mbps,450,3198,7.1066666666666665
35169_001,274651.0,2339415.0,> 240 Mbps,240,612,2.55
35172_002,292128.0,2390823.0,> 450 Mbps,450,688,1.528888888888889
35173_002,298247.0,2362128.0,> 1 Gbps,1000,4357,4.357
35173_003,299529.0,2365554.0,> 450 Mbps,450,4685,10.411111111111111
35175_001,276914.0,2330721.0,> 240 Mbps,240,3250,13.541666666666666
35178_001,321205.0,2370962.0,> 240 Mbps,240,4851,20.2125
35179_002,286089.0,2401411.0,> 450 Mbps,450,892,1.9822222222222223
35179_003,287833.0,2398198.0,> 450 Mbps,450,1607,3.571111111111111
35184_002,272040.0,2363200.0,> 240 Mbps,240,4110,17.125
35187_001,279395.0,2349949.0,> 450 Mbps,450,1862,4.137777777777778
35188_002,280300.0,2355980.0,> 240 Mbps,240,4445,18.52083333333333
35195_002,302832.0,2375800.0,> 240 Mbps,240,3660,15.25
35196_001,289602.0,2349894.0,> 240 Mbps,240,4728,19.7
35206_002,299530.0,2347760.0,> 450 Mbps,450,977,2.171111111111111
35207_002,312657.0,2352326.0,> 450 Mbps,450,2624,5.831111111111111
35207_003,312285.0,2350783.0,> 240 Mbps,240,186,0.775
35207_004,313883.0,2348402.0,> 240 Mbps,240,779,3.245833333333333
35209_001,316877.0,2347178.0,> 240 Mbps,240,873,3.6375
35210_001,295108.0,2357817.0,> 1 Gbps,1000,5896,5.896
35211_001,260557.0,2346081.0,> 450 Mbps,450,1146,2.546666666666667
35212_001,301542.0,2328648.0,> 450 Mbps,450,1920,4.266666666666667
35217_001,346645.0,2340609.0,> 140 Mbps,140,2324,16.6
35219_001,281234.0,2317926.0,> 450 Mbps,450,1472,3.2711111111111117
35219_002,281183.0,2322108.0,> 450 Mbps,450,1970,4.377777777777778
35220_001,316575.0,2342650.0,> 240 Mbps,240,1680,7.0
35221_002,294357.0,2328550.0,> 450 Mbps,450,1481,3.2911111111111118
35222_001,312007.0,2399942.0,> 240 Mbps,240,5709,23.7875
35223_001,271094.0,2345127.0,> 450 Mbps,450,1646,3.6577777777777776
35223_002,268470.0,2340000.0,> 450 Mbps,450,1971,4.38
35228_003,275950.0,2406050.0,> 450 Mbps,450,5085,11.3
35233_001,291780.0,2379220.0,> 240 Mbps,240,2568,10.7
35234_002,267938.0,2371045.0,> 450 Mbps,450,1433,3.1844444444444444
35236_001,267421.0,2304801.0,> 240 Mbps,240,9272,38.63333333333333
35236_003,269197.0,2306062.0,> 240 Mbps,240,2726,11.358333333333333
35236_004,271705.0,2411437.0,> 450 Mbps,450,5534,12.297777777777778
35237_001,277643.0,2311348.0,> 450 Mbps,450,3176,7.057777777777778
35238_001,300760.0,2350674.0,> 1 Gbps,1000,6864,6.864
35238_002,300862.0,2352938.0,> 240 Mbps,240,6566,27.35833333333333
35238_003,302262.0,2354744.0,> 240 Mbps,240,4548,18.95
35238_005,301538.0,2353078.0,> 240 Mbps,240,6571,27.379166666666663
35238_006,303081.0,2355259.0,> 1 Gbps,1000,7543,7.543
35238_007,302161.0,2351555.0,> 240 Mbps,240,4113,17.1375
35238_008,302880.0,2350604.0,> 1 Gbps,1000,7177,7.177
35238_009,300057.0,2353560.0,> 240 Mbps,240,4582,19.091666666666665
35238_010,300583.0,2356150.0,> 1 Gbps,1000,2890,2.89
35238_011,303314.0,2353760.0,> 240 Mbps,240,3154,13.141666666666667
35238_012,298952.0,2352382.0,> 240 Mbps,240,3572,14.883333333333333
35238_013,301371.0,2352516.0,> 190 Mbps,190,1220,6.421052631578948
35238_015,302170.0,2352516.0,> 240 Mbps,240,7498,31.241666666666667
35238_017,299442.0,2353587.0,> 240 Mbps,240,3890,16.208333333333332
35238_018,301148.0,2353906.0,> 240 Mbps,240,2613,10.8875
35238_019,300721.0,2351708.0,> 240 Mbps,240,5360,22.33333333333333
35238_020,303799.0,2351809.0,> 1 Gbps,1000,3213,3.213
35238_021,298891.0,2354715.0,> 1 Gbps,1000,7433,7.433
35238_024,300225.0,2354212.0,> 240 Mbps,240,5463,22.7625
35238_025,301809.0,2354189.0,> 240 Mbps,240,5553,23.1375
35238_026,300825.0,2353690.0,> 240 Mbps,240,3395,14.145833333333334
35238_028,297251.0,2352850.0,> 450 Mbps,450,192,0.4266666666666667
35238_031,299240.0,2356895.0,> 240 Mbps,240,2897,12.070833333333333
35238_032,298057.0,2353750.0,> 1 Gbps,1000,719,0.719
35238_034,300000.0,2352830.0,> 240 Mbps,240,3166,13.191666666666666
35238_035,303105.0,2356701.0,> 240 Mbps,240,4728,19.7
35238_042,301719.0,2350760.0,> 1 Gbps,1000,4885,4.885
35238_043,304317.0,2351231.0,> 1 Gbps,1000,2767,2.767
35239_001,323560.0,2327750.0,> 450 Mbps,450,3008,6.684444444444445
35240_001,292671.0,2351556.0,> 1 Gbps,1000,2781,2.781
35243_001,331945.0,2379222.0,> 450 Mbps,450,2022,4.493333333333333
35245_001,287526.0,2365065.0,> 450 Mbps,450,3250,7.222222222222222
35246_002,290480.0,2402314.0,> 450 Mbps,450,2044,4.542222222222223
35247_001,308445.0,2404040.0,> 240 Mbps,240,2713,11.304166666666667
35251_001,308100.0,2370420.0,> 240 Mbps,240,4212,17.55
35252_002,330160.0,2350940.0,> 450 Mbps,450,1129,2.508888888888889
35257_001,325831.0,2386187.0,> 240 Mbps,240,2356,9.816666666666666
35262_002,317930.0,2327771.0,> 240 Mbps,240,810,3.375
35263_001,287760.0,2415990.0,> 450 Mbps,450,2245,4.988888888888889
35264_001,324773.0,2350793.0,> 450 Mbps,450,1917,4.26
35265_001,288391.0,2381855.0,> 240 Mbps,240,2549,10.620833333333334
35266_001,300930.0,2343980.0,> 240 Mbps,240,4073,16.970833333333335
35267_001,330380.0,2385825.0,> 450 Mbps,450,1929,4.286666666666667
35271_001,334855.0,2396440.0,> 240 Mbps,240,4476,18.65
35275_001,289460.0,2359895.0,> 240 Mbps,240,3765,15.6875
35278_003,300125.0,2359550.0,> 450 Mbps,450,4336,9.635555555555555
35281_001,299035.0,2350349.0,> 450 Mbps,450,4189,9.30888888888889
35281_009,296830.0,2350285.0,> 240 Mbps,240,278,1.1583333333333334
35284_001,283353.0,2409266.0,> 450 Mbps,450,3435,7.633333333333334
35287_002,272200.0,2413000.0,> 240 Mbps,240,2539,10.579166666666667
35288_001,279882.0,2413295.0,> 240 Mbps,240,1887,7.8625
35288_002,283176.0,2415774.0,> 450 Mbps,450,5281,11.735555555555557
35288_007,280210.0,2415092.0,> 240 Mbps,240,1577,6.570833333333334
35288_008,281155.0,2414272.0,> 190 Mbps,190,5465,28.76315789473684
35288_009,281348.0,2415816.0,> 240 Mbps,240,3020,12.583333333333334
35288_010,280283.0,2412438.0,> 240 Mbps,240,6124,25.516666666666666
35288_012,281465.0,2411281.0,> 240 Mbps,240,1908,7.95
35288_014,278516.0,2414500.0,> 240 Mbps,240,2220,9.25
35288_019,279225.0,2412900.0,> 240 Mbps,240,3853,16.054166666666667
35288_022,279706.0,2414076.0,> 240 Mbps,240,3036,12.65
35288_025,281825.0,2413105.0,> 450 Mbps,450,1729,3.8422222222222224
35297_001,264181.0,2363986.0,> 240 Mbps,240,3098,12.908333333333331
35299_001,286563.0,2411691.0,> 240 Mbps,240,3914,16.308333333333334
35304_002,320534.0,2376747.0,> 240 Mbps,240,1691,7.045833333333333
35306_001,284168.0,2403696.0,> 240 Mbps,240,3148,13.116666666666667
35307_001,281309.0,2374163.0,> 450 Mbps,450,4263,9.473333333333333
35308_001,284780.0,2390559.0,> 450 Mbps,450,1970,4.377777777777778
35312_002,291625.0,2332097.0,> 450 Mbps,450,2345,5.211111111111111
35319_002,280744.0,2346924.0,> 450 Mbps,450,1042,2.315555555555556
35323_001,329077.0,2390674.0,> 240 Mbps,240,1751,7.295833333333333
35326_001,313529.0,2377006.0,> 240 Mbps,240,2203,9.179166666666667
35327_001,317040.0,2354101.0,> 450 Mbps,450,2660,5.911111111111111
35328_001,269544.0,2317674.0,> 190 Mbps,190,3338,17.568421052631578
35333_002,317395.0,2331848.0,> 240 Mbps,240,925,3.8541666666666665
35334_001,307276.0,2358343.0,> 240 Mbps,240,6625,27.604166666666668
35335_001,313878.0,2324252.0,> 240 Mbps,240,2438,10.158333333333331
35340_001,275692.0,2345919.0,> 450 Mbps,450,907,2.015555555555556
35341_001,318249.0,2388004.0,> 240 Mbps,240,1352,5.633333333333334
35343_001,310285.0,2327750.0,> 450 Mbps,450,712,1.5822222222222222
35347_001,328070.0,2360195.0,> 450 Mbps,450,1946,4.3244444444444445
35352_002,306775.0,2346400.0,> 450 Mbps,450,5387,11.971111111111112
35353_002,296133.0,2353326.0,> 190 Mbps,190,616,3.2421052631578946
35353_003,295500.0,2355273.0,> 240 Mbps,240,2058,8.575
35355_002,315750.0,2380340.0,> 450 Mbps,450,1763,3.917777777777778
35356_001,297404.0,2369550.0,> 240 Mbps,240,1825,7.604166666666667
35360_001,335499.0,2353916.0,> 240 Mbps,240,3350,13.958333333333334
35360_002,337333.0,2352566.0,> 450 Mbps,450,5164,11.475555555555555
35360_004,336450.0,2353250.0,> 240 Mbps,240,4385,18.27083333333333
35361_001,295985.0,2407939.0,> 240 Mbps,240,2142,8.925
35362_001,292125.0,2397300.0,> 240 Mbps,240,1144,4.766666666666667
35363_001,298114.0,2341857.0,> 240 Mbps,240,4668,19.45
56001_001,261891.32,2302025.38,> 450 Mbps,450,1841,4.091111111111111
56002_001,236314.0,2295282.0,> 450 Mbps,450,4236,9.413333333333334
56003_003,212333.0,2304476.0,> 240 Mbps,240,3379,14.079166666666667
56004_001,243493.01,2292807.0,> 240 Mbps,240,824,3.433333333333333
56007_002,200261.09,2310493.92,> 450 Mbps,450,6873,15.273333333333332
56007_003,198883.0,2309930.0,> 450 Mbps,450,1577,3.5044444444444443
56007_004,201250.0,2310410.0,> 240 Mbps,240,1341,5.5875
56008_001,206319.0,2304564.0,> 240 Mbps,240,5698,23.741666666666667
56010_001,198796.32,2332849.59,> 450 Mbps,450,3310,7.355555555555555
56010_003,197570.0,2335535.0,> 240 Mbps,240,2356,9.816666666666666
56013_003,189520.43,2311756.2,> 450 Mbps,450,2405,5.344444444444444
56017_001,217397.0,2332690.0,> 240 Mbps,240,818,3.408333333333333
56021_003,184438.5,2327502.34,> 450 Mbps,450,1455,3.2333333333333334
56023_001,196823.0,2313922.0,> 450 Mbps,450,841,1.8688888888888888
56024_001,224777.11,2352828.78,> 450 Mbps,450,1342,2.982222222222222
56024_002,229137.88,2355404.35,> 450 Mbps,450,300,0.6666666666666666
56026_001,190131.0,2344472.0,> 450 Mbps,450,2404,5.342222222222222
56027_001,224985.73,2336966.73,> 450 Mbps,450,1873,4.162222222222222
56028_001,253754.78,2302356.01,> 450 Mbps,450,1373,3.051111111111111
56031_001,201151.27,2328881.9,> 450 Mbps,450,1594,3.542222222222222
56032_001,256265.0,2337330.0,> 240 Mbps,240,2001,8.3375
56033_001,266804.15,2324510.89,> 450 Mbps,450,823,1.8288888888888888
56033_002,265200.0,2321390.0,> 450 Mbps,450,1697,3.7711111111111113
56034_001,192483.07,2301683.69,> 450 Mbps,450,5782,12.848888888888888
56036_001,174608.28,2326842.71,> 450 Mbps,450,2608,5.795555555555556
56037_001,244071.96,2327975.95,> 450 Mbps,450,2501,5.557777777777778
56040_001,174025.0,2333393.0,> 240 Mbps,240,1983,8.2625
56041_001,197356.94,2361806.54,> 450 Mbps,450,1378,3.062222222222222
56041_002,199247.94,2358295.49,> 450 Mbps,450,489,1.086666666666667
56042_001,216006.03,2325212.26,> 450 Mbps,450,1323,2.94
56046_001,200250.0,2308000.0,> 450 Mbps,450,2482,5.515555555555555
56046_003,199900.0,2305025.0,> 450 Mbps,450,1979,4.397777777777778
56047_002,219066.1,2350139.1,> 450 Mbps,450,725,1.6111111111111112
56052_001,230040.0,2292455.0,> 240 Mbps,240,3392,14.133333333333333
56053_002,230706.0,2313820.0,> 450 Mbps,450,3609,8.02
56054_001,186899.24,2307575.37,> 450 Mbps,450,2729,6.064444444444445
56057_001,165685.82,2354752.8,> 450 Mbps,450,2045,4.544444444444444
56058_001,246244.33,2285850.36,> 240 Mbps,240,9516,39.65
56063_001,166034.24,2328005.77,> 450 Mbps,450,2658,5.906666666666666
56066_001,159520.0,2364690.0,> 450 Mbps,450,3067,6.815555555555555
56067_001,213529.68,2318736.02,> 450 Mbps,450,3758,8.351111111111111
56070_001,229942.09,2338186.45,> 450 Mbps,450,849,1.8866666666666667
56074_001,205350.01,2335295.0,> 450 Mbps,450,1455,3.2333333333333334
56075_001,267787.28,2331940.53,> 450 Mbps,450,2611,5.802222222222222
56075_004,266919.01,2335128.0,> 450 Mbps,450,1567,3.482222222222222
56076_003,195773.53,2351757.1,> 450 Mbps,450,647,1.4377777777777778
56076_005,199210.0,2349750.0,> 450 Mbps,450,597,1.3266666666666669
56078_001,163808.77,2325393.66,> 450 Mbps,450,7434,16.52
56079_001,238708.17,2337869.65,> 450 Mbps,450,2158,4.795555555555556
56080_001,245146.49,2347106.6,> 450 Mbps,450,2334,5.1866666666666665
56081_001,153623.59,2355452.64,> 450 Mbps,450,1491,3.313333333333333
56083_001,181665.77,2325779.44,> 450 Mbps,450,2359,5.242222222222222
56083_002,180217.0,2326223.0,> 240 Mbps,240,7282,30.341666666666665
56089_001,180751.0,2346778.0,> 450 Mbps,450,1451,3.2244444444444444
56090_002,181190.0,2329360.0,> 450 Mbps,450,4595,10.21111111111111
56091_001,235358.16,2339106.59,> 450 Mbps,450,1271,2.8244444444444445
56094_001,181813.8,2321991.15,> 450 Mbps,450,1788,3.973333333333333
56094_002,178617.71,2321662.09,> 450 Mbps,450,1332,2.96
56096_001,192306.0,2319764.0,> 240 Mbps,240,2936,12.233333333333333
56098_001,173454.04,2322803.93,> 1 Gbps,1000,2725,2.725
56098_002,175004.98,2321801.05,> 240 Mbps,240,7028,29.28333333333333
56098_007,174940.0,2324210.0,> 450 Mbps,450,2667,5.926666666666667
56100_001,166357.23,2361827.51,> 450 Mbps,450,1449,3.22
56101_003,188310.0,2329890.0,> 450 Mbps,450,3292,7.315555555555555
56102_001,234362.78,2340871.51,> 450 Mbps,450,1497,3.3266666666666667
56104_001,181888.0,2336634.0,> 240 Mbps,240,576,2.4
56105_001,162120.31,2350455.68,> 240 Mbps,240,795,3.3125
56107_001,170918.87,2317819.59,> 240 Mbps,240,7172,29.883333333333333
56111_001,248146.0,2301133.0,> 450 Mbps,450,870,1.9333333333333331
56113_001,188068.0,2356199.0,> 450 Mbps,450,1888,4.195555555555556
56114_002,190280.0,2269080.0,> 240 Mbps,240,910,3.7916666666666665
56117_001,213657.87,2332718.98,> 450 Mbps,450,3425,7.611111111111111
56119_001,192583.0,2315012.0,> 450 Mbps,450,898,1.9955555555555555
56121_001,172418.8,2321329.46,> 1 Gbps,1000,6218,6.218
56121_002,172269.01,2320211.04,> 1 Gbps,1000,4132,4.132
56121_003,172972.99,2321612.02,> 450 Mbps,450,5626,12.502222222222224
56121_004,170602.02,2320517.97,> 1 Gbps,1000,4535,4.535
56121_011,171040.0,2322830.95,> 1 Gbps,1000,7358,7.358
56121_015,173423.7,2320611.75,> 240 Mbps,240,4595,19.14583333333333
56121_016,171600.02,2319869.01,> 240 Mbps,240,3712,15.466666666666669
56121_018,172816.0,2319386.0,> 240 Mbps,240,2106,8.775
56123_001,251734.0,2308440.0,> 240 Mbps,240,1484,6.183333333333334
56123_002,249834.0,2309595.0,> 240 Mbps,240,2067,8.6125
56124_001,245709.09,2322248.84,> 450 Mbps,450,3061,6.802222222222222
56125_001,197705.0,2355790.01,> 240 Mbps,240,840,3.5
56127_001,256340.0,2353800.0,> 240 Mbps,240,2136,8.9
56129_001,242610.0,2359900.0,> 240 Mbps,240,955,3.9791666666666665
56130_001,182993.02,2318160.05,> 240 Mbps,240,1720,7.166666666666667
56131_003,169500.01,2348214.99,> 450 Mbps,450,963,2.14
56132_001,216425.0,2314570.0,> 240 Mbps,240,2347,9.779166666666669
56137_001,223880.0,2316400.0,> 240 Mbps,240,1971,8.2125
56140_001,215771.14,2335087.45,> 450 Mbps,450,2375,5.277777777777778
56141_002,209222.42,2326451.23,> 240 Mbps,240,987,4.1125
56144_001,214294.0,2345524.0,> 240 Mbps,240,2063,8.595833333333333
56145_003,253978.04,2347587.64,> 450 Mbps,450,921,2.046666666666667
56146_001,204275.14,2361936.57,> 450 Mbps,450,1126,2.502222222222222
56147_001,250975.0,2290600.0,> 240 Mbps,240,5308,22.116666666666667
56149_001,239522.06,2298629.97,> 450 Mbps,450,1581,3.513333333333333
56151_003,211850.0,2354050.0,> 450 Mbps,450,2074,4.608888888888889
56152_003,185038.0,2274841.0,> 240 Mbps,240,2510,10.458333333333334
56153_001,246449.34,2296657.62,> 450 Mbps,450,1667,3.704444444444445
56153_003,249560.0,2298390.0,> 450 Mbps,450,837,1.86
56155_001,237786.66,2287112.29,> 240 Mbps,240,3886,16.191666666666666
56157_001,223025.0,2322155.0,> 450 Mbps,450,984,2.1866666666666665
56158_001,213431.48,2313008.91,> 450 Mbps,450,3235,7.188888888888889
56159_001,247257.47,2317258.22,> 450 Mbps,450,1592,3.537777777777778
56160_001,226145.0,2343475.0,> 240 Mbps,240,1723,7.179166666666666
56161_001,195075.0,2308825.0,> 240 Mbps,240,1601,6.670833333333333
56162_001,170379.01,2321236.28,> 240 Mbps,240,3419,14.245833333333334
56162_002,169687.05,2318623.53,> 1 Gbps,1000,3910,3.91
56162_003,168112.67,2319890.84,> 240 Mbps,240,4964,20.683333333333334
56163_003,181875.93,2359240.32,> 240 Mbps,240,1619,6.745833333333334
56164_001,211003.0,2307327.82,> 450 Mbps,450,2151,4.78
56164_002,209314.22,2308985.85,> 450 Mbps,450,2103,4.673333333333333
56165_001,246832.76,2334778.85,> 450 Mbps,450,3689,8.197777777777778
56165_006,245655.0,2337125.0,> 240 Mbps,240,4059,16.9125
56166_002,176913.0,2340408.0,> 450 Mbps,450,3515,7.811111111111111
56167_001,207078.36,2309321.8,> 450 Mbps,450,2109,4.6866666666666665
56169_001,181205.49,2315445.33,> 450 Mbps,450,1908,4.24
56169_005,182867.68,2312034.71,> 450 Mbps,450,3952,8.782222222222222
56172_001,227829.0,2327828.0,> 450 Mbps,450,2161,4.802222222222222
56173_001,203468.0,2342474.95,> 450 Mbps,450,2383,5.295555555555556
56174_002,209448.4,2330624.73,> 450 Mbps,450,965,2.1444444444444444
56175_001,206240.0,2317380.0,> 450 Mbps,450,1406,3.1244444444444444
56176_001,203396.0,2312385.0,> 450 Mbps,450,2671,5.935555555555555
56176_002,202461.2,2310095.01,> 450 Mbps,450,2057,4.571111111111111
56177_002,200460.0,2321750.0,> 450 Mbps,450,4631,10.29111111111111
56178_002,204120.2,2354058.81,> 450 Mbps,450,9748,21.662222222222223
56179_001,170701.54,2331780.7,> 450 Mbps,450,2408,5.351111111111111
56180_001,261250.0,2334950.0,> 240 Mbps,240,623,2.595833333333333
56184_001,240885.3,2306519.08,> 450 Mbps,450,4834,10.742222222222225
56185_001,169266.16,2325021.12,> 1 Gbps,1000,4485,4.485
56186_003,188977.0,2291252.0,> 450 Mbps,450,1500,3.333333333333333
56186_004,189211.0,2290263.0,> 240 Mbps,240,5094,21.225
56193_002,175190.0,2316950.0,> 450 Mbps,450,7184,15.964444444444444
56194_002,265192.07,2297565.16,> 450 Mbps,450,3415,7.588888888888889
56198_001,221447.01,2353322.08,> 450 Mbps,450,1462,3.2488888888888887
56200_001,255629.0,2324349.0,> 240 Mbps,240,2291,9.545833333333333
56205_001,220358.68,2296070.78,> 450 Mbps,450,2093,4.651111111111111
56206_001,219685.64,2309979.28,> 450 Mbps,450,3253,7.228888888888889
56210_002,176204.93,2353835.61,> 450 Mbps,450,1786,3.968888888888889
56212_001,262615.37,2292020.28,> 450 Mbps,450,5577,12.393333333333333
56213_001,210600.0,2358590.0,> 240 Mbps,240,938,3.908333333333333
56214_002,210544.01,2292440.0,> 450 Mbps,450,5454,12.12
56219_001,239245.02,2318835.96,> 450 Mbps,450,1313,2.917777777777778
56220_002,185768.39,2316989.94,> 450 Mbps,450,1592,3.537777777777778
56221_001,257380.0,2308120.0,> 240 Mbps,240,3114,12.975
56222_001,221300.94,2327888.39,> 450 Mbps,450,2107,4.682222222222222
56231_001,225145.01,2312012.0,> 450 Mbps,450,2575,5.722222222222222
56233_001,200439.0,2302076.0,> 240 Mbps,240,3142,13.091666666666669
56234_003,187726.01,2293337.99,> 240 Mbps,240,2426,10.108333333333333
56240_006,221781.0,2291792.0,> 240 Mbps,240,1823,7.595833333333333
56240_008,214620.0,2292625.0,> 240 Mbps,240,4295,17.895833333333332
56241_001,180861.0,2276259.0,> 450 Mbps,450,1127,2.5044444444444443
56243_003,219199.57,2302419.24,> 450 Mbps,450,2897,6.437777777777778
56244_003,238265.0,2324809.0,> 240 Mbps,240,1411,5.879166666666666
56244_005,242653.0,2323425.0,> 240 Mbps,240,673,2.8041666666666667
56246_004,202042.13,2351470.44,> 450 Mbps,450,1996,4.435555555555555
56247_001,231763.0,2307948.0,> 240 Mbps,240,2076,8.65
56248_001,227575.0,2298455.0,> 450 Mbps,450,2807,6.237777777777778
56251_002,224121.77,2304583.66,> 240 Mbps,240,4061,16.920833333333334
56258_001,195570.0,2302130.0,> 450 Mbps,450,1997,4.437777777777778
56258_002,196900.0,2301280.0,> 450 Mbps,450,1875,4.166666666666667
56259_003,229875.0,2300515.0,> 450 Mbps,450,2592,5.76
56260_002,216022.81,2307992.05,> 240 Mbps,240,7073,29.47083333333333
56260_006,221275.01,2307366.03,> 14 Mbps,14,3344,238.8571428571429
56260_007,216352.98,2306568.99,> 190 Mbps,190,5726,30.13684210526316
56260_008,216627.79,2308940.14,> 240 Mbps,240,6483,27.0125
56260_011,218388.56,2305907.69,> 450 Mbps,450,3225,7.166666666666667
56260_016,216934.83,2305624.87,> 450 Mbps,450,3631,8.068888888888889
56260_017,217517.17,2310057.45,> 240 Mbps,240,6349,26.454166666666666
56260_019,214749.08,2308861.17,> 1 Gbps,1000,2228,2.228
56260_026,219535.2,2308452.8,> 240 Mbps,240,5845,24.354166666666668
56261_001,233630.0,2311225.0,> 240 Mbps,240,1517,6.320833333333334
