Site,Transmitter Easting,Transmitter northing,nom_reg,nom_dep,insee_dep,nom_com,insee_com,700MHz,800MHz,900MHz,1800MHz,2100MHz,2600MHz,3500MHz,Capacite_theorique,Capacite_th,Site_Population,Population/Capacity
56121_003,172972.99,2321612.02,BRETAGNE,MORBIHAN,56,LORIENT,56121,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5626,12.5022222222222
56121_004,170602.02,2320517.97,BRETAGNE,MORBIHAN,56,LORIENT,56121,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,4535,4.535
56121_011,171040,2322830.95,BRETAGNE,MORBIHAN,56,LORIENT,56121,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,7358,7.358
56121_015,173423.7,2320611.75,BRETAGNE,MORBIHAN,56,LORIENT,56121,0,,3G,4G,3G,4G,0,> 240 Mbps,240,4595,19.1458333333333
56121_016,171600.02,2319869.01,BRETAGNE,MORBIHAN,56,LORIENT,56121,0,,3G,4G,3G,4G,0,> 240 Mbps,240,3712,15.4666666666667
56121_018,172816,2319386,BRETAGNE,MORBIHAN,56,LORIENT,56121,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2106,8.775
56123_001,251734,2308440,BRETAGNE,MORBIHAN,56,MALANSAC,56123,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1484,6.18333333333333
56123_002,249834,2309595,BRETAGNE,MORBIHAN,56,MALANSAC,56123,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2067,8.6125
56124_001,245709.09,2322248.84,BRETAGNE,MORBIHAN,56,MALESTROIT,56124,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3061,6.80222222222222
56125_001,197705,2355790.01,BRETAGNE,MORBIHAN,56,MALGUENAC,56125,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,840,3.5
56127_001,256340,2353800,BRETAGNE,MORBIHAN,56,MAURON,56127,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2136,8.9
56129_001,242610,2359900,BRETAGNE,MORBIHAN,56,MENEAC,56129,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,955,3.97916666666667
56130_001,182993.02,2318160.05,BRETAGNE,MORBIHAN,56,MERLEVENEZ,56130,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1720,7.16666666666667
56131_003,169500.01,2348214.99,BRETAGNE,MORBIHAN,56,MESLAN,56131,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,963,2.14
56132_001,216425,2314570,BRETAGNE,MORBIHAN,56,MEUCON,56132,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2347,9.77916666666667
56137_001,223880,2316400,BRETAGNE,MORBIHAN,56,MONTERBLANC,56137,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1971,8.2125
56140_001,215771.14,2335087.45,BRETAGNE,MORBIHAN,56,MOREAC,56140,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2375,5.27777777777778
56141_002,209222.42,2326451.23,BRETAGNE,MORBIHAN,56,MOUSTOIR AC,56141,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,987,4.1125
56144_001,214294,2345524,BRETAGNE,MORBIHAN,56,EVELLYS,56144,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2063,8.59583333333333
56145_003,253978.04,2347587.64,BRETAGNE,MORBIHAN,56,NEANT SUR YVEL,56145,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,921,2.04666666666667
56146_001,204275.14,2361936.57,BRETAGNE,MORBIHAN,56,NEULLIAC,56146,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1126,2.50222222222222
56147_001,250975,2290600,BRETAGNE,MORBIHAN,56,NIVILLAC,56147,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5308,22.1166666666667
56149_001,239522.06,2298629.97,BRETAGNE,MORBIHAN,56,NOYAL MUZILLAC,56149,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1581,3.51333333333333
56151_003,211850,2354050,BRETAGNE,MORBIHAN,56,NOYAL PONTIVY,56151,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2074,4.60888888888889
56152_003,185038,2274841,BRETAGNE,MORBIHAN,56,PALAIS,56152,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2510,10.4583333333333
56153_001,246449.34,2296657.62,BRETAGNE,MORBIHAN,56,PEAULE,56153,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1667,3.70444444444444
56153_003,249560,2298390,BRETAGNE,MORBIHAN,56,PEAULE,56153,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,837,1.86
56155_001,237786.66,2287112.29,BRETAGNE,MORBIHAN,56,PENESTIN,56155,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3886,16.1916666666667
56157_001,223025,2322155,BRETAGNE,MORBIHAN,56,PLAUDREN,56157,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,984,2.18666666666667
56158_001,213431.48,2313008.91,BRETAGNE,MORBIHAN,56,PLESCOP,56158,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3235,7.18888888888889
56159_001,247257.47,2317258.22,BRETAGNE,MORBIHAN,56,PLEUCADEUC,56159,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1592,3.53777777777778
56160_001,226145,2343475,BRETAGNE,MORBIHAN,56,PLEUGRIFFET,56160,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1723,7.17916666666667
56161_001,195075,2308825,BRETAGNE,MORBIHAN,56,PLOEMEL,56161,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1601,6.67083333333333
56162_001,170379.01,2321236.28,BRETAGNE,MORBIHAN,56,PLOEMEUR,56162,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3419,14.2458333333333
56162_002,169687.05,2318623.53,BRETAGNE,MORBIHAN,56,PLOEMEUR,56162,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,3910,3.91
56162_003,168112.67,2319890.84,BRETAGNE,MORBIHAN,56,PLOEMEUR,56162,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4964,20.6833333333333
56163_003,181875.93,2359240.32,BRETAGNE,MORBIHAN,56,PLOERDUT,56163,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1619,6.74583333333333
56164_001,211003,2307327.82,BRETAGNE,MORBIHAN,56,PLOEREN,56164,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2151,4.78
56164_002,209314.22,2308985.85,BRETAGNE,MORBIHAN,56,PLOEREN,56164,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2103,4.67333333333333
56165_001,246832.76,2334778.85,BRETAGNE,MORBIHAN,56,PLOERMEL,56165,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3689,8.19777777777778
56165_006,245655,2337125,BRETAGNE,MORBIHAN,56,PLOERMEL,56165,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4059,16.9125
56166_002,176913,2340408,BRETAGNE,MORBIHAN,56,PLOUAY,56166,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3515,7.81111111111111
56167_001,207078.36,2309321.8,BRETAGNE,MORBIHAN,56,PLOUGOUMELEN,56167,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2109,4.68666666666667
56169_001,181205.49,2315445.33,BRETAGNE,MORBIHAN,56,PLOUHINEC,56169,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1908,4.24
56169_005,182867.68,2312034.71,BRETAGNE,MORBIHAN,56,PLOUHINEC,56169,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3952,8.78222222222222
56172_001,227829,2327828,BRETAGNE,MORBIHAN,56,PLUMELEC,56172,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2161,4.80222222222222
56173_001,203468,2342474.95,BRETAGNE,MORBIHAN,56,PLUMELIAU BIEUZY,56173,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2383,5.29555555555556
56174_002,209448.4,2330624.73,BRETAGNE,MORBIHAN,56,PLUMELIN,56174,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,965,2.14444444444444
56175_001,206240,2317380,BRETAGNE,MORBIHAN,56,PLUMERGAT,56175,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1406,3.12444444444444
56176_001,203396,2312385,BRETAGNE,MORBIHAN,56,PLUNERET,56176,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2671,5.93555555555556
56176_002,202461.2,2310095.01,BRETAGNE,MORBIHAN,56,PLUNERET,56176,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2057,4.57111111111111
56177_002,200460,2321750,BRETAGNE,MORBIHAN,56,PLUVIGNER,56177,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4631,10.2911111111111
56178_002,204120.2,2354058.81,BRETAGNE,MORBIHAN,56,PONTIVY,56178,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,9748,21.6622222222222
56179_001,170701.54,2331780.7,BRETAGNE,MORBIHAN,56,PONT SCORFF,56179,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2408,5.35111111111111
56180_001,261250,2334950,BRETAGNE,MORBIHAN,56,PORCARO,56180,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,623,2.59583333333333
56184_001,240885.3,2306519.08,BRETAGNE,MORBIHAN,56,QUESTEMBERT,56184,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,4834,10.7422222222222
56185_001,169266.16,2325021.12,BRETAGNE,MORBIHAN,56,QUEVEN,56185,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,4485,4.485
56186_003,188977,2291252,BRETAGNE,MORBIHAN,56,QUIBERON,56186,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1500,3.33333333333333
56186_004,189211,2290263,BRETAGNE,MORBIHAN,56,QUIBERON,56186,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5094,21.225
56193_002,175190,2316950,BRETAGNE,MORBIHAN,56,RIANTEC,56193,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,7184,15.9644444444444
56194_002,265192.07,2297565.16,BRETAGNE,MORBIHAN,56,RIEUX,56194,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3415,7.58888888888889
56198_001,221447.01,2353322.08,BRETAGNE,MORBIHAN,56,ROHAN,56198,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1462,3.24888888888889
56200_001,255629,2324349,BRETAGNE,MORBIHAN,56,RUFFIAC,56200,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2291,9.54583333333333
56205_001,220358.68,2296070.78,BRETAGNE,MORBIHAN,56,SAINT ARMEL,56205,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2093,4.65111111111111
56206_001,219685.64,2309979.28,BRETAGNE,MORBIHAN,56,SAINT AVE,56206,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3253,7.22888888888889
56210_002,176204.93,2353835.61,BRETAGNE,MORBIHAN,56,SAINT CARADEC TREGOMEL,56210,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1786,3.96888888888889
56212_001,262615.37,2292020.28,BRETAGNE,MORBIHAN,56,SAINT DOLAY,56212,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5577,12.3933333333333
56213_001,210600,2358590,BRETAGNE,MORBIHAN,56,SAINT GERAND,56213,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,938,3.90833333333333
56214_002,210544.01,2292440,BRETAGNE,MORBIHAN,56,SAINT GILDAS DE RHUYS,56214,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,5454,12.12
56219_001,239245.02,2318835.96,BRETAGNE,MORBIHAN,56,SAINT GUYOMARD,56219,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1313,2.91777777777778
56220_002,185768.39,2316989.94,BRETAGNE,MORBIHAN,56,SAINTE HELENE,56220,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1592,3.53777777777778
56221_001,257380,2308120,BRETAGNE,MORBIHAN,56,SAINT JACUT LES PINS,56221,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3114,12.975
56222_001,221300.94,2327888.39,BRETAGNE,MORBIHAN,56,SAINT JEAN BREVELAY,56222,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2107,4.68222222222222
56231_001,225145.01,2312012,BRETAGNE,MORBIHAN,56,SAINT NOLFF,56231,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2575,5.72222222222222
56233_001,200439,2302076,BRETAGNE,MORBIHAN,56,SAINT PHILIBERT,56233,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,3142,13.0916666666667
56234_003,187726.01,2293337.99,BRETAGNE,MORBIHAN,56,SAINT PIERRE QUIBERON,56234,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2426,10.1083333333333
56240_006,221781,2291792,BRETAGNE,MORBIHAN,56,SARZEAU,56240,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1823,7.59583333333333
56240_008,214620,2292625,BRETAGNE,MORBIHAN,56,SARZEAU,56240,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,4295,17.8958333333333
56241_001,180861,2276259,BRETAGNE,MORBIHAN,56,SAUZON,56241,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1127,2.50444444444444
56243_003,219199.57,2302419.24,BRETAGNE,MORBIHAN,56,SENE,56243,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2897,6.43777777777778
56244_003,238265,2324809,BRETAGNE,MORBIHAN,56,SERENT,56244,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1411,5.87916666666667
56244_005,242653,2323425,BRETAGNE,MORBIHAN,56,SERENT,56244,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,673,2.80416666666667
56246_004,202042.13,2351470.44,BRETAGNE,MORBIHAN,56,SOURN,56246,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1996,4.43555555555556
56247_001,231763,2307948,BRETAGNE,MORBIHAN,56,SULNIAC,56247,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,2076,8.65
56248_001,227575,2298455,BRETAGNE,MORBIHAN,56,SURZUR,56248,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2807,6.23777777777778
56251_002,224121.77,2304583.66,BRETAGNE,MORBIHAN,56,THEIX NOYALO,56251,0,,3G,4G,3G,4G,0,> 240 Mbps,240,4061,16.9208333333333
56258_001,195570,2302130,BRETAGNE,MORBIHAN,56,TRINITE SUR MER,56258,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1997,4.43777777777778
56258_002,196900,2301280,BRETAGNE,MORBIHAN,56,TRINITE SUR MER,56258,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,1875,4.16666666666667
56259_003,229875,2300515,BRETAGNE,MORBIHAN,56,TRINITE SURZUR,56259,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,2592,5.76
56260_002,216022.81,2307992.05,BRETAGNE,MORBIHAN,56,VANNES,56260,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,7073,29.4708333333333
56260_006,221275.01,2307366.03,BRETAGNE,MORBIHAN,56,VANNES,56260,0,,3G,0,3G,0,0,> 14 Mbps,14,3344,238.857142857143
56260_007,216352.98,2306568.99,BRETAGNE,MORBIHAN,56,VANNES,56260,0,,3G,0,3G,4G,0,> 190 Mbps,190,5726,30.1368421052632
56260_008,216627.79,2308940.14,BRETAGNE,MORBIHAN,56,VANNES,56260,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6483,27.0125
56260_011,218388.56,2305907.69,BRETAGNE,MORBIHAN,56,VANNES,56260,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3225,7.16666666666667
56260_016,216934.83,2305624.87,BRETAGNE,MORBIHAN,56,VANNES,56260,4G/5G,,3G,4G,3G,4G,0,> 450 Mbps,450,3631,8.06888888888889
56260_017,217517.17,2310057.45,BRETAGNE,MORBIHAN,56,VANNES,56260,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,6349,26.4541666666667
56260_019,214749.08,2308861.17,BRETAGNE,MORBIHAN,56,PLOEREN,56164,4G/5G,,3G,4G,3G,4G,5G,> 1 Gbps,1000,2228,2.228
56260_026,219535.2,2308452.8,BRETAGNE,MORBIHAN,56,VANNES,56260,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,5845,24.3541666666667
56261_001,233630,2311225,BRETAGNE,MORBIHAN,56,VRAIE CROIX,56261,4G,,3G,4G,3G,4G,0,> 240 Mbps,240,1517,6.32083333333333
