Site_name,Transmitter Easting,Transmitter northing,Transmitter height,abs_pop,abs_area
44184_013,258004.89,2265147.24,34.65,3845,19.0325
22179_006,258033.28,2416970.67,32,541,107.185
44168_001,258161,2273301,28.5,2755,44.2275
22240_001,258221.99,2373863.09,22.6,670,48.2175
44210_005,258559.55,2267667.27,26.3,2473,10.9325
22020_001,258690.01,2378074.98,28,1879,48.3375
85164_002,258880,2212800,16.71,1647,36.0325
22237_002,258894.75,2402797.63,26.1,1054,29.0325
44154_007,259369,2260139,23.2,5351,19.6325
44098_001,259399.45,2285104.82,36.2,2002,34.2325
44176_002,259547.83,2269721.48,33.7,2873,19.1675
44189_001,259676.01,2281455,27,1223,18.3475
22143_001,259678,2409450,27.5,1156,24.7425
44182_001,259777.03,2252401.21,21.5,1302,12.6175
44182_003,260117.73,2250922.99,31,2540,14.22
44154_006,260430.01,2255925,22.2,2447,27.2375
35211_001,260556.86,2346080.59,35.3,520,24.4075
44050_002,260744.83,2278208.35,25.9,1154,21.87
22282_004,261091.5,2412735.41,19,2755,44.47
56180_001,261250,2334950,26,559,30.26
35117_001,261590,2359250,35.2,877,58.1
56001_001,261891.32,2302025.38,32.7,1452,25.7625
22282_006,261899.41,2409693.28,26,1079,28.11
85012_001,261950,2219235,25,1552,47.0725
22180_004,262134.4,2390022.16,38.8,1033,29.57
44103_003,262490,2268070,18,1562,17.195
44131_001,262509.31,2245445.3,35,7469,89.97
22172_003,262565,2400350,32,3381,61.495
56212_001,262615.37,2292020.28,26.15,910,27.555
85234_004,264108.62,2207749.75,37,2387,56.3725
35297_001,264180.85,2363986.11,30.5,2912,45.545
22032_002,264230.77,2374383.68,31.25,361,36.4075
85234_001,264706.89,2208148.33,45,6050,75.23
56194_002,265192.07,2297565.16,27,1153,36.805
56033_002,265200,2321390,21.8,1228,31.465
64260_008,265702,1827215,22,1593,7.6875
44013_001,265923,2274542,23.4,1605,24.9825
44129_006,266015,2280135,26.3,3181,16.6325
22097_001,266424.75,2390810.69,25,1141,26.4925
22048_001,266573.04,2397184.9,27,1002,30.4375
85018_001,266580.96,2223099.14,21,2600,49.1175
64260_006,266592.23,1827696.97,24.25,2189,29.51
44052_003,266655,2266580,22.2,1975,38.6825
56033_001,266804.15,2324510.89,27.5,394,26.025
56075_004,266919.01,2335128,38,1357,25.9825
44052_002,266925,2270050,40.5,1976,33.305
35236_001,267420.89,2304801.36,35.1,7047,40.9275
64545_003,267441.03,1825052.96,17.15,3563,15.49
22032_001,267708.36,2376471.32,25.5,1347,40.945
56075_001,267787.28,2331940.53,29.5,2257,36.7675
35234_002,267937.94,2371045.04,32,865,39.1225
85226_003,268133.84,2203351.47,48.35,1358,82.705
64260_004,268413.4,1826570.61,25,2074,36.5925
35223_002,268470,2340000,25,921,31.59
64130_001,268586.01,1823632.01,25.05,253,10.925
44187_003,268780,2254685,15.5,1537,15.9725
35236_003,269197,2306062,24.1,2192,11.6825
35328_001,269544,2317674,32,1478,43.3475
44012_002,269743.3,2240124.4,26.1,2452,61.39
44196_003,269829.94,2293823.38,26.1,1304,27.9675
35013_001,270162.51,2309725.58,31,1058,28.155
85221_001,270190.7,2220924.56,40.4,1861,58.685
64130_002,270219.2,1823679.83,26,509,9.56
44187_002,270353.15,2252521.06,32.6,519,46.4275
85029_001,270898,2228369,12.5,1051,19.8325
44057_002,271080.82,2298100.31,27.8,791,31.9475
35223_001,271093.62,2345126.56,36.5,910,29.2775
44192_001,271312,2259048,21,1263,28.8925
44137_001,271410,2271455,21.15,1824,28.2575
44161_003,271585.91,2289476.27,33,2022,63.4175
35236_004,271704.88,2411437,27,2717,35.955
44106_002,271841.07,2238260.29,26.4,1005,26.8075
35184_002,272040,2363200,38,2695,46.14
35287_002,272200,2413000,23.76,2208,56.4175
22021_001,272246.9,2385217.49,33.4,1280,48.1225
44152_001,272468,2281545,20,902,22.8825
44038_002,272601.32,2248693.49,26.15,1159,29.8425
85222_003,272743.16,2198187.41,21,8172,13.4825
22364_001,272750,2391610,28,1011,14.3925
22259_003,272892.48,2395102.95,27.3,1349,29.3675
44131_005,273020,2243425,25.8,889,41.8725
44025_002,273131.66,2275748.33,24.5,1509,37.055
64545_008,273350,1825052,33,1201,8.4625
44021_001,273355,2237185,24.5,215,8.8925
35133_002,273969.97,2355881.24,21.8,1676,44.5125
22123_001,274109.22,2391688.26,54.5,9475,24.9325
85280_002,274181.27,2216632.49,25.8,1363,46.6725
44021_002,274186.01,2235858,26.15,1331,51.3025
44007_001,274245,2303121,39.05,1546,57.43
64545_002,274429.93,1827810.54,23,4642,6.465
22050_002,274554.77,2393463.81,26.15,4811,5.315
35169_001,274651,2339415,22.8,485,20.7125
35093_008,275079,2412546,21.1,2337,2.86
44061_003,275293.16,2253122.85,26.1,518,18.895
85222_009,275521,2196809.54,26.1,3558,51.915
35093_006,275681.82,2412131.09,28,2756,2.67
35340_001,275691.84,2345918.69,31.35,733,28.3475
44061_002,275814,2258671,19.3,1333,25.3175
35093_005,275890.04,2413408.57,32,4167,35.0475
35228_003,275950,2406050,19.3,3320,20.1175
85088_003,276130,2199430,19,1531,17.0325
35093_002,276224.59,2410991.06,31,3291,18.285
64483_002,276397.59,1829436.58,22.6,8373,16.1425
35175_001,276913.76,2330721.45,38.3,2092,56.55
64065_002,277324.9,1820038.21,27.45,1754,77.16
64065_004,277370,1823138,20,875,5.5475
44195_001,277385.21,2272886.47,33.1,2734,47.2975
35237_001,277642.89,2311348.44,26.8,1081,38.8025
85284_001,278018.03,2208095.9,31.4,2626,58.5675
85047_007,278043.03,2214294.03,22.3,6728,16.0775
85024_001,278132,2223716,22.7,1283,55.6875
22213_002,278145,2401640,23.5,1923,26.375
85002_002,278168.95,2193572.72,26.1,1483,35.4525
35288_014,278516.06,2414499.92,20.5,2212,1.835
64483_005,278537.24,1829219.58,33,1992,35.095
22118_002,278669.8,2390866.71,30.45,1828,32.4475
44195_002,278744,2268056,25,1084,34.1525
44220_003,278923.27,2253127.66,26.45,663,27.61
44040_002,279034.86,2245427.82,31,1213,37.625
44128_001,279214.25,2290693.59,30.1,937,42.77
35288_019,279225,2412900,22.3,3791,6.025
64483_003,279335.06,1831398.96,18,1228,8.6375
35187_001,279394.8,2349949.26,27,1272,32.8375
85035_001,279554.06,2190352.92,36.2,3610,58.78
35288_022,279706.24,2414076.01,22.5,3131,7.6675
35288_001,279881.62,2413294.51,31,1807,1.1325
85047_001,279890.2,2215264.34,33,2734,25.385
35016_002,280000.22,2341656.27,26.95,502,23.1575
35288_007,280209.94,2415092.35,26.35,1589,1.05
35288_010,280282.5,2412437.71,26,5961,3.5775
35188_002,280300,2355980,40.4,4078,38.7425
85243_002,280628.94,2187806.95,31.1,2209,34.945
35319_002,280743.72,2346924.25,27.3,741,15.8025
44059_001,280750,2234075,19.2,909,41.2575
44045_001,280996.24,2261897.77,32,1536,74.075
64125_001,281085.46,1832594.02,28.2,2117,46.31
35288_008,281155.39,2414272.49,28,5579,3.265
35219_002,281183.21,2322108.26,37,1512,47.6475
35219_001,281234.08,2317926.39,31.4,972,36.135
35307_001,281309.1,2374162.7,55.35,2766,89.8225
35288_009,281348.24,2415816.14,15.6,2870,13.68
35288_012,281465.42,2411280.6,28.7,1749,10.99
85047_009,281692,2212220,38,2584,30.4325
35288_025,281825.4,2413105.16,21,1624,4.4675
35135_001,281850,2369050,21,1152,35.4725
85194_005,281939.65,2176568.15,44.2,1889,90.8275
35023_001,282050,2362425,24,2943,36.595
44128_002,282176.22,2290954.69,23.6,1198,28.7575
85071_002,282229.94,2203791.72,31.9,2252,40.5425
44067_002,282430,2299570,43,423,53.33
44145_003,282599.85,2248750.31,27,359,24.225
64125_002,282653.19,1835172.11,18,1023,4.7725
64504_001,282835.63,1821267.06,28.65,687,32.865
85096_003,282872,2219714,23.5,1977,40.7275
44145_002,283054.75,2251892.04,26.1,1385,29.36
22056_001,283112.51,2386060.84,42,1973,61.135
44089_002,283129,2269917,26.3,1259,21.3375
22197_003,283174,2398847,35.73,2339,34.9775
35288_002,283176.21,2415774.42,29.3,4940,51.8075
85194_003,283214.1,2174720.34,31,8882,6.76
64009_002,283230,1829335,17.15,1122,17.8375
85120_002,283231.88,2191342.41,19,1470,25.035
35284_001,283353.27,2409266.29,22.5,2728,14.14
44087_003,283369,2231051,25.1,3399,49.77
85166_005,283932,2176575,37.1,5594,7.0725
64495_002,284047.71,1824133.82,14.65,1094,16.9975
35306_001,284167.67,2403696.07,31.3,2621,29.3275
64122_003,284276.02,1837807.02,29.16,4680,6.475
64122_008,284432,1838907,34.8,6338,52.6275
64125_004,284500,1835092,30.2,1642,12.675
35308_001,284779.89,2390558.6,33.65,1270,24.9275
44186_002,284852,2242084,28.8,3579,49.4175
85194_001,285065.87,2173899.56,40,12897,59.8625
35149_002,285158.66,2338578.37,33.5,1357,42.7
44023_001,285180.01,2276085,24,1416,49.7425
35040_001,285332.12,2358382.26,24,1879,24.7775
64122_001,285412.62,1839254.26,28.73,5069,2.1475
64122_007,285526.23,1835944.94,25.5,2678,10.665
85166_004,285822.7,2178815.05,29.3,3390,30.3675
35127_001,285890,2329470,35.5,1350,47.3825
64122_004,285927.88,1838221.01,21.2,4764,3.4225
64024_001,286004,1840505,17,3649,39.065
44123_002,286050,2308650,34.4,1296,67.235
35179_002,286088.8,2401411.41,36.85,782,14.84
35145_003,286299.86,2314635.36,22.8,504,30.4275
35299_001,286563.43,2411690.76,45.25,3612,48.7275
35037_002,286680,2346570,17.75,2566,25.445
44067_003,286720,2301316,29.6,1816,38.5375
35080_001,286720,2354200,21.4,2297,19.17
44089_001,286800,2267800,23.9,1281,29.13
64038_002,286970,1835565,22,1000,7.41
64024_006,287150.94,1839039.28,14.64,2899,1.69
85060_004,287493,2174958,28,4133,8.05
35245_001,287526.01,2365065.22,27,2368,35.1775
35129_001,287643,2322809,36.8,3164,61.82
35263_001,287760.1,2415990.01,28,1790,24.7525
35179_003,287832.6,2398198.06,27,1504,9.205
85060_003,287912,2172265,25,2796,25.04
85070_001,288284,2197275,23,1975,50.125
35265_001,288391,2381855,30.9,1822,37.915
44015_002,288600,2281560,31,1034,37.6575
64122_009,288698,1836784.6,25.9,532,3.33
64024_015,288721.1,1839401.61,15.3,6912,3.3325
35123_001,288900,2342120,31,1797,20.7625
44056_001,289140,2275638,21.45,1323,33.375
64102_008,289420.01,1838444,33.15,6388,4.58
85236_001,289446,2191379,23.4,890,30.8025
35275_001,289460,2359895,27.5,2676,24.7175
85204_001,289490.87,2210244.13,43.2,1213,55.2825
35196_001,289601.74,2349894.46,39,4085,27.775
85250_001,289610.82,2181867.66,19.2,1457,21.0775
64102_010,289692.68,1840103.66,21,3385,3.4375
44133_001,289692.7,2244244.97,21.5,2437,33.515
64024_002,289721,1843650,44.7,5340,19.565
44120_002,289790,2251600,24.6,2851,22.7525
85086_001,290013,2214577,41.86,1091,43.37
85060_006,290071.03,2176174.99,40.5,1048,32.3125
64100_001,290170,1834523,18,1713,16.105
44157_001,290215,2223400,25,1411,68.7725
85298_001,290246.13,2186986.58,42.2,523,37.12
35246_002,290479.91,2402314.01,27,1701,27.23
64102_001,290793,1840058,26.4,3741,2.985
35049_001,290811.75,2418215.23,22,2955,78.53
64102_006,290923.02,1838703.99,18,1806,1.3775
44174_002,290950,2235700,23,1294,65.9875
44217_001,291455.63,2263059.37,26,770,24.925
35312_002,291624.7,2332096.8,29.3,1686,29.4175
64102_014,291644.03,1839525.9,29.6,6499,1.9775
35126_003,291685,2336969,34,3669,41.935
35131_002,291776,2354172,29.5,4115,21.315
35233_001,291780,2379220,24.5,2248,29.42
85288_003,291870,2169000,25,1999,82.62
44015_001,291936.24,2284079.44,37.4,3500,49.2975
40312_002,292053,1845927,24.27,5537,48.775
64102_013,292072.49,1838887.08,27.55,3149,7.29
35362_001,292125,2397300,24.2,923,19.4725
35172_002,292128.31,2390822.63,31.5,416,18
35132_001,292221.84,2408252.07,26,2567,37.3775
35123_003,292266,2341422,19.4,1666,17.8025
35130_001,292320,2374060,31.7,1715,40.8725
35147_002,292334.57,2393692,31.5,606,12.17
64102_009,292430,1841836,25.7,4341,7.8825
44217_004,292490,2267840,30.15,1761,26.02
44024_001,292588.49,2248943.47,19.4,1600,15.9225
44047_002,292595.57,2254307.28,38.2,7562,39.0025
35240_001,292671.19,2351556.11,27,2705,10.57
35120_001,292892,2366825,23.3,3418,37.0775
64102_012,293300,1839544,20.72,2078,2.2675
64496_003,293312.16,1837435.33,14.5,2282,7.995
35076_001,293450.01,2347955,17.8,1831,9.895
40133_003,293540.01,1851140.01,24.5,832,16.875
44206_001,293551,2218211,27,1420,30.49
44166_001,293672.05,2251817.64,28.4,3035,10.4775
64543_001,293676,1791478,17,197,30.04
85130_001,293830,2205340,29.8,847,50.85
64213_001,293890,1821850,12.5,1995,39.1775
40209_001,294010.15,1848788.03,35.37,2130,13.85
85152_002,294090.01,2186229.93,31.1,2678,28.36
35221_002,294357.02,2328550.27,31.8,1194,26.135
44047_023,294550,2258030,23.5,1155,18.205
64102_018,294569.77,1841611.21,26,2321,13.605
44018_001,294572.43,2246806.11,27,3914,29.125
44111_002,294625,2271973,24,930,37.13
40065_001,294806.27,1857185.18,23,2790,37.2275
35210_001,295107.97,2357816.96,31,5483,19.3225
40209_002,295218.01,1846158.99,37.9,2065,16.645
40133_001,295375.89,1851190.77,24.14,2375,9.655
64496_001,295390.06,1835330.39,26.5,1612,15.5725
35353_003,295500,2355273,25,2036,10.0875
44047_003,295531.88,2254615.53,31,3458,8.1125
50184_001,295823,2511878,27.5,1821,101.405
35361_001,295985,2407939,22.6,1815,80.485
44101_001,296075.5,2250250.07,27.3,3201,5.795
35353_002,296133,2353326,17.3,628,4.9925
35124_001,296267.34,2310670.02,30.3,1388,53.81
40296_001,296391.66,1861695.93,36.1,1367,40.2425
35012_004,296420,2324950,38.2,664,37.5875
44074_001,296543.11,2252059.46,25.4,3293,7.4325
40296_006,296590,1863485.01,32.5,757,50.7825
40065_002,296652.74,1856323.58,28.9,4846,19.83
85288_002,296757.26,2169899.29,23.5,3078,55.62
35085_003,296774.01,2389209.41,35,1690,52.6325
35029_001,296775,2392790,19.3,540,16.335
44214_001,296818,2291535,26.8,816,34.6675
35281_009,296830,2350285,27,344,9.2625
35047_004,296872.06,2347378.89,21.65,1110,7.8725
85218_001,296945.01,2190995,28,1122,42.805
40304_004,296975,1858260,44.1,3504,7.2925
35047_001,297077.81,2345620.31,26.4,4826,8.5525
85103_002,297114.17,2179662.07,27.9,1421,48.9675
35238_028,297251,2352850,17.5,206,3.16
50442_001,297282.84,2505658.46,18.3,1233,126.715
35356_001,297404,2369550,28.2,1028,27.99
44188_002,297440,2232550,29.8,3357,40.3025
44194_003,297750,2260950,27.7,770,12.535
44051_001,297883.01,2305275,38,1684,65.7375
85210_002,297968.65,2211281.88,26.1,604,19.545
44162_008,298032.99,2253778.01,17.9,4618,2.3
35238_032,298057.36,2353750.27,21.3,704,2.475
35363_001,298114.26,2341856.99,24,2482,14.2975
44194_001,298126.79,2259054.09,38.35,3958,10.365
35173_002,298246.8,2362127.77,25.8,2982,21.14
85003_001,298259.61,2199346.44,24.3,3008,39.0175
44162_005,298271.93,2255819.19,21.1,443,4.36
64160_002,298322.01,1824320.98,30.65,2600,24.0025
35095_002,298485,2401578,36.8,4632,70.1125
44020_004,298572.3,2248283.8,39,1955,15.12
44162_013,298608,2254411,16.75,1376,2.2
35066_002,298699.47,2344172.34,30,3997,8.3125
35238_021,298891,2354715.38,46,7539,5.045
35238_012,298952.04,2352382.32,16.75,3486,1.605
44073_004,299000,2275850,19.3,1866,40.3075
35281_001,299035.38,2350349.48,30.4,4094,5.41
44162_009,299037.76,2251992.56,26.3,1491,7.0225
44209_006,299084.36,2264502.34,31.2,1693,26.49
35238_031,299240,2356895,30.4,3146,8.33
44073_002,299352.84,2272441.46,33,763,30.855
50220_001,299408,2526495,27.5,1202,37.2375
35238_017,299441.97,2353587.04,35.85,4074,1.475
35173_003,299529,2365554,35.8,3145,28.9425
35206_002,299530,2347760,17.5,729,9.835
44162_007,299609.24,2255236.08,13.5,451,1.505
64279_001,299620.9,1820732.92,9.2,533,23.4525
40328_001,299691.03,1871521.47,45.5,2433,63.455
44114_002,299778.46,2258410.27,21.2,1852,3.0725
40304_003,299853.34,1859578.1,36.1,1548,9.145
85055_001,299960,2207305,31.2,1307,41.05
35238_034,300000,2352830,18,3032,0.6825
85210_001,300013.67,2214839.54,23,1063,31.2075
44081_003,300045.88,2219665.82,26,1124,32.765
35238_009,300057.01,2353560.01,42.6,4494,0.5725
40273_001,300120.03,1844690.05,32.9,1870,12.905
35278_003,300125,2359550,27.8,3180,12.765
35238_024,300224.98,2354211.95,43.2,5606,1.8475
85211_001,300361.95,2186156.69,25.9,1165,27.465
85003_003,300428.42,2201237.21,31.1,1841,23.9375
44114_001,300490.98,2259887.87,24,2228,5.7675
35238_010,300582.53,2356150.36,21.2,2314,3.3125
44020_016,300595.01,2249360,31.3,2655,4.7275
44224_001,300613.05,2288358.12,31.15,1169,43.5025
44162_006,300633.04,2257145.43,26.6,2899,4.6425
35012_005,300686,2323304,27.8,3323,35.06
35238_019,300720.98,2351708,30.4,6203,1.325
50402_001,300750,2509820,30.5,2062,27.465
35238_001,300760,2350674.01,40.15,6759,4.355
35238_026,300825,2353690,24.88,2986,0.33
44162_002,300861.97,2254601.01,35,4594,4.375
35238_002,300862.03,2352938.04,38.8,6491,0.8725
44083_001,300910,2229980,23,1495,23.485
35266_001,300930,2343980,31,3730,15.32
40181_001,301114.87,1874326.04,36.1,602,11.5575
35238_018,301147.64,2353906.01,27.2,2939,0.405
44162_003,301319.98,2253494.97,28.2,2801,0.7575
35238_013,301371.01,2352515.81,29.03,1184,0.37
40036_001,301380,1856550,42.15,2740,22.495
17019_001,301407.85,2142284.74,32,1266,98.2025
44113_001,301416,2291588,44,2298,41.465
35090_001,301419.19,2334463.86,25.5,1596,27.195
44109_035,301471.03,2252489.98,47.45,7985,4.3975
35238_005,301538,2353077.97,45,7095,1.1375
35212_001,301542.22,2328648.28,36.4,1414,46.18
50057_001,301550,2522130,21.8,992,41.115
35012_003,301623.91,2318433.04,60,818,75.6725
44109_053,301640,2250543,25.6,1227,3.855
35238_042,301718.98,2350760.4,48,4742,2.895
35238_025,301809,2354189,27.6,5205,1.69
40187_001,301920.88,1879633.89,25.75,901,70.56
50031_001,301923.07,2496371.71,30.5,3610,113.645
44041_003,302000,2241170,23.5,2561,21.425
44020_019,302110,2247185,15.1,313,8.1225
44109_024,302111.03,2254675.96,41.65,5083,2.2325
35238_007,302161.12,2351554.62,19.5,3850,0.905
35238_015,302169.97,2352516.04,33.1,7367,1.96
44209_002,302170.15,2262429.82,31.2,1904,12.08
44109_060,302255,2253090,16,2580,0.6925
35238_003,302262,2354743.98,30.3,4818,1.3
44076_003,302316.79,2300369.43,36.5,718,69.2725
64540_001,302319.73,1839325.3,26.7,1345,28.4475
44109_040,302488.69,2254290.63,23,3713,1.1575
44109_026,302545.29,2252156.88,18.25,2744,0.8425
35032_001,302642,2339721,21.5,2841,22.8175
35195_002,302832,2375800,21.8,1976,52.7575
44109_029,302844.52,2256261.17,23.1,8025,2.67
35238_008,302880.39,2350603.84,50.9,7182,6.535
44155_001,302970.13,2232571.2,26.1,1010,27.0225
44020_001,302975.81,2248214.39,22.37,1117,4.375
64147_001,303040,1835290,9.75,640,22.3425
44109_001,303057.02,2253457.04,16,2853,0.58
35238_006,303080.92,2355259.08,35,7223,2.85
44109_019,303097.03,2252811.04,31.4,6439,1.185
35238_035,303105,2356701,21.3,2534,11.9975
44109_041,303124.98,2255223.04,39,7108,1.52
44209_004,303150,2265350,29.5,1623,16.6725
44130_002,303165.96,2243789.59,20,2065,10.9775
35238_011,303314.04,2353760.01,15.6,3016,1.9525
44143_004,303363.74,2250985.38,22.3,2832,2.7675
44041_002,303471.02,2238027.24,28.5,498,21.775
17019_002,303485,2141443,18.4,1595,51.5225
35238_020,303798.97,2351809.04,28.7,3250,1.28
44109_012,303832.7,2254154.17,22.4,2985,0.545
40044_001,303848.02,1845950.18,36,1111,27.225
44109_037,303853,2258689.02,44.8,8576,9.6075
44109_049,303873.23,2252740.5,17,2559,0.3775
44109_033,304085.98,2257108.02,34,4640,1.75
64256_001,304196.99,1827790.95,28.6,2079,27.56
17286_001,304230.01,2146260,22.6,2072,81.2975
44109_027,304239.95,2255541.88,24.1,7801,1.7275
35238_043,304316.65,2351231.32,26.7,2647,2.23
85300_001,304360.26,2190263.73,27,1272,30.2275
44109_050,304370,2253782,26.1,2913,0.47
44109_013,304453.08,2254598.55,17,2665,0.5
44149_001,304463.89,2285202.32,21.8,1178,39.28
40317_001,304513.75,1861036.13,33,1940,13.56
35055_002,304520,2349560,22.3,1586,6.7
44109_003,304580.98,2253411.05,27.1,4050,0.4325
44109_031,304612.98,2257872.05,38.9,6739,4.5075
85127_002,304613.76,2165686.68,30.5,2570,70.095
44143_002,304662.29,2249496.1,43.8,9316,5.0725
50222_001,304670.19,2508801.02,29.65,898,41.3275
44109_020,304705.41,2252312.67,28.4,2464,2.1775
64490_001,304723.84,1806474.68,15,1302,98.63
85161_003,304770,2181635,27,1518,46.5175
44109_008,304858.54,2254003.64,36,5874,0.9075
35051_002,305001.98,2354719.04,35,4980,7.92
44109_017,305020.42,2252919.66,43.05,5148,1.3075
44109_004,305040.97,2256146.51,16.4,1777,0.8925
64364_001,305065,1816635,8,525,92.2375
85300_003,305195.84,2193925.48,31.4,2202,35.5925
44143_001,305261.54,2247445.62,22.37,2724,7.77
35055_001,305407.92,2351638.45,27.2,2223,3.0175
44109_015,305413.99,2255072.97,18.95,2777,0.545
44143_003,305446.42,2250409.4,18.1,4260,1.2775
44109_022,305447.03,2253593.02,25,3616,0.335
35051_004,305540.72,2352335.26,29,2356,3.735
40291_001,305554.51,1859515.09,30,2769,10.3225
44201_002,305780,2269400,31,1960,43.415
44109_018,305982.04,2254128.05,38.7,10802,2.5
44143_006,305987.04,2249994.99,16.05,3613,1.1725
85010_001,306020,2170970,27.5,1107,29.38
40310_001,306053.25,1868488.29,35.6,3425,22.0525
85098_001,306255,2199928,26.8,1126,18.1975
64546_002,306258,1838105,30.35,687,14.92
64047_001,306274,1797335,17,112,12.905
50611_001,306309.28,2527204.76,19.5,1394,70.77
44109_045,306363,2256255,41.15,7011,3.49
44109_002,306437.03,2252029.03,47.85,10064,4.195
35051_009,306619.35,2353810.07,21,2444,1.9725
40264_001,306671,1852463,22.3,657,17.9775
44109_014,306734.01,2255193.01,23.5,2582,0.6425
35352_002,306775,2346400,32,4597,27.525
44143_005,306824.11,2247718.14,31.35,4143,4.975
35088_001,306856.04,2339292.66,33,4315,44.565
44223_001,307058,2236391,26.5,2113,19.9675
85178_001,307060,2204180,21.9,3021,32.5175
85262_001,307163.71,2227902.5,25.8,1701,40.5225
44109_036,307169.91,2256160.2,22.25,5485,1.655
44109_044,307193.77,2251236.34,31.2,8712,3.2
40150_001,307264.59,1881674.72,17.9,1534,15.84
