Name,Easting,Northing,Height,Population,Area
35029_001,296775,2392790,19,518,6454
35281_009,296830,2350285,27,344,3700
35047_004,296872,2347379,22,1140,3202
35047_001,297078,2345620,26,4671,3352
35238_028,297251,2352850,18,210,1296
35356_001,297404,2369550,28,1033,11239
35238_032,298057,2353750,21,713,981
35363_001,298114,2341857,24,2424,5704
35173_002,298247,2362128,26,3028,8563
35095_002,298485,2401578,37,4635,28028
35066_002,298699,2344172,30,4113,3341
35238_021,298891,2354715,46,7645,2027
35238_012,298952,2352382,17,3547,654
35281_001,299035,2350349,30,4214,2131
35238_031,299240,2356895,30,3144,3304
35238_017,299442,2353587,36,4033,600
35173_003,299529,2365554,36,3140,11632
35206_002,299530,2347760,18,823,4060
35238_034,300000,2352830,18,3090,276
35238_009,300057,2353560,43,4552,232
35278_003,300125,2359550,28,3204,5139
35238_024,300225,2354212,43,5461,737
35238_010,300583,2356150,21,2323,1330
35012_005,300686,2323304,28,3326,14154
35238_019,300721,2351708,30,5649,473
35238_001,300760,2350674,40,6771,1742
35238_026,300825,2353690,25,3139,139
35238_002,300862,2352938,39,6542,357
35266_001,300930,2343980,31,3671,6090
35238_018,301148,2353906,27,2729,155
35238_013,301371,2352516,29,1159,148
35090_001,301419,2334464,26,1647,11057
35238_005,301538,2353078,45,6968,451
35212_001,301542,2328648,36,1401,18296
35012_003,301624,2318433,60,816,30840
35238_042,301719,2350760,48,4852,1151
35238_025,301809,2354189,28,5484,710
35238_007,302161,2351555,20,4010,378
35238_015,302170,2352516,33,7392,768
35238_003,302262,2354744,30,4414,453
35032_001,302642,2339721,22,2849,9181
35195_002,302832,2375800,22,1976,21171
35238_008,302880,2350604,51,7126,2615
35238_006,303081,2355259,35,7382,1168
35238_035,303105,2356701,21,2488,4719
35238_011,303314,2353760,16,3228,839
35238_020,303799,2351809,29,3203,510
35238_043,304317,2351231,27,2680,907
35055_002,304520,2349560,22,1567,2619
35051_002,305002,2354719,35,4907,3149
35055_001,305408,2351638,27,2224,1186
35051_004,305541,2352335,29,2362,1480
35051_009,306619,2353810,21,2447,789
35352_002,306775,2346400,32,4600,11012
35088_001,306856,2339293,33,4303,17821
35334_001,307276,2358343,35,3829,9443
35051_011,307794,2353355,15,286,1339
35051_001,307849,2354639,37,2184,2641
35251_001,308100,2370420,30,2504,19417
35051_003,308169,2351474,28,1249,5652
35247_001,308445,2404040,36,908,37996
35067_001,309438,2366537,19,1808,12120
35001_003,310250,2355090,22,1596,4987
35343_001,310285,2327750,26,565,10410
35099_003,311125,2347125,25,2040,7185
35222_001,312007,2399942,24,1919,31610
35207_003,312285,2350783,34,139,3280
35207_002,312657,2352326,37,2533,6235
35001_002,313290,2355790,29,2775,6785
35136_002,313344,2336962,27,2980,18421
35326_001,313529,2377006,36,1381,14141
35152_004,313623,2364312,23,3397,8385
35335_001,313878,2324252,28,1018,27313
35207_004,313883,2348402,24,434,3997
35069_001,313972,2344653,27,2669,8777
35355_002,315750,2380340,22,743,15394
35220_001,316575,2342650,25,1131,12802
35209_001,316877,2347178,24,823,6102
35327_001,317040,2354101,24,2475,9823
35333_002,317395,2331848,22,757,10509
35004_001,317551,2391007,46,1674,23277
35262_002,317930,2327771,23,803,8797
35108_002,318200,2335794,27,661,12422
35341_001,318249,2388004,34,803,16057
35031_001,319760,2359950,24,2074,13153
35096_003,320175,2347191,24,101,3308
35304_002,320534,2376747,32,993,11745
35178_001,321205,2370962,50,2480,33170
35068_002,321560,2351350,29,3650,7449
35096_004,322226,2348810,27,850,3873
35096_002,322469,2346294,24,451,9023
35239_001,323560,2327750,42,1763,28049
35264_001,324773,2350793,25,1688,7264
35161_001,325606,2346039,24,743,4958
35167_001,325641,2320572,34,1504,24055
35257_001,325831,2386187,34,2078,14380
35154_002,326200,2364224,26,1055,19019
35087_001,326900,2349475,35,418,5539
35347_001,328070,2360195,25,1230,14466
35161_002,328382,2346154,24,274,6485
35014_001,328524,2340810,27,1153,13466
35323_001,329077,2390674,34,929,17571
35252_002,330160,2350940,31,814,12487
35109_003,330341,2347743,26,617,6011
35267_001,330380,2385825,27,1404,14641
35097_003,331325,2338530,23,1150,17946
35243_001,331945,2379222,26,1563,16804
35125_001,333869,2332129,24,3248,23166
35271_001,334855,2396440,22,1117,16647
35071_001,335478,2387601,32,722,18162
35360_001,335499,2353916,30,2900,9009
35097_001,336249,2341143,31,612,10135
35109_002,336256,2344977,24,1103,4045
35109_001,336350,2347580,28,454,9532
35150_001,336368,2380100,26,1142,6272
35137_001,336444,2374069,16,1716,21151
35360_004,336450,2353250,20,4297,2273
35015_002,337260,2359380,29,1518,17075
35115_007,337286,2379287,39,8252,6653
35360_002,337333,2352566,33,4434,12560
35006_001,338861,2345293,31,2247,9530
35115_009,339400,2380220,28,3377,4865
35115_008,339590,2377900,38,4568,12266
35072_001,340010,2362330,25,934,17377
35119_002,340465,2342084,27,289,7156
35119_001,341295,2337770,35,828,17181
35142_001,342568,2386845,27,985,13975
35072_003,342891,2364694,27,453,22765
35042_001,343595,2340772,24,429,6019
35162_001,343760,2393228,32,2388,18384
35157_001,344900,2381600,41,1048,22530
35217_001,346645,2340609,34,237,12625
35038_001,347823,2348353,44,1239,22806
35062_001,347843,2378913,33,853,25992
