did,oid,eid,sid,ent,CO2,NOx,VOC,PM
431720,385284,,0,1,60.29524193,0.535101069,0.048464956,0.006886464
431720,385290,,0,1,86.52505675,0.820038456,0.080602872,0.005941781
431720,385296,,0,1,154.8648547,1.50740144,0.152832118,0.007679475
431720,385317,,0,1,121.0255473,1.158868937,0.118048667,0.008722364
431720,385323,,0,1,349.5892631,2.98918554,0.265764647,0.053438831
431720,385347,,0,1,158.3557328,1.452234857,0.140212596,0.016103802
431720,385350,,0,1,132.1166911,1.030622193,0.081292276,0.032877574
431720,385356,,0,1,296.48729,2.513713539,0.22135247,0.053192659
431720,385365,,0,1,40.24333837,0.385707579,0.039334958,0.002874234
431720,385374,,0,1,67.18342219,0.643503018,0.065574742,0.00482788
431720,385380,,0,1,40.5118767,0.387294051,0.039374741,0.002964819
431720,385386,,0,1,119.0035483,1.121702161,0.1121414,0.009900739
431720,385389,,0,1,174.5560172,1.681651218,0.171216691,0.011215907
431720,385398,,0,1,149.3670927,1.432715589,0.145124097,0.010054955
431720,385404,,0,1,446.5508765,3.930164379,0.364142498,0.057630059
431720,385407,,0,1,80.43525418,0.771111252,0.078662293,0.005731136
431720,385416,,0,1,113.7586201,1.103399389,0.112377201,0.006359716
431720,385419,,0,1,127.138309,1.233189446,0.13712025,0.007388979
431720,385428,,0,1,124.6254173,1.166870151,0.122610684,0.010082317
431720,385431,,0,1,331.0755697,2.64110126,0.215754845,0.066514555
431720,385437,,0,1,76.1036028,0.728611189,0.0730867,0.004960887
431720,385443,,0,1,127.7202001,1.23661106,0.125684515,0.007303232
431720,385458,,0,1,167.2894401,1.622630583,0.165260193,0.00935163
431720,385461,,0,1,93.68065101,0.908664653,0.092545491,0.005236432
431720,385476,,0,1,273.785794,2.676777223,0.27502581,0.012498133
431720,385482,,0,1,227.0418774,2.219766474,0.225816044,0.010364305
431720,385785,,0,1,175.9198689,1.694750252,0.171787772,0.010969712
431720,385788,,0,1,136.3308107,1.238610114,0.119355737,0.015414523
431720,385791,,0,1,221.1211992,2.137735003,0.217670565,0.013273784
431720,385794,,0,1,60.76509981,0.499286795,0.041767107,0.010879346
431720,385797,,0,1,180.95861,1.187305132,0.084574704,0.060963548
431720,385800,,0,1,80.31473889,0.777010007,0.079154393,0.004767672
431720,385809,,0,1,147.2153947,1.424351456,0.145112121,0.008731244
431720,385812,,0,1,952.5834502,8.74274338,0.839277915,0.093090606
431720,385818,,0,1,125.0912662,1.180583749,0.110863121,0.006877023
431720,385821,,0,1,955.8657909,7.774441926,0.649106328,0.185382217
431720,385827,,0,1,252.4282849,2.499394749,0.253557997,0.007592755
431720,385833,,0,1,154.2688424,1.521760669,0.153706147,0.005062747
431720,385839,,0,1,194.3942282,1.84844203,0.188756216,0.015980628
431720,385845,,0,1,80.43898502,0.764872529,0.078106019,0.006612672
431720,387680,,0,1,120.659332,1.155742411,0.117912249,0.008733921
431720,387683,,0,1,214.5059843,2.054656165,0.209621851,0.015527141
431720,387875,,0,1,147.3290647,1.175563352,0.091489577,0.029129346
431720,388767,,0,1,227.8177919,1.921491179,0.169954902,0.035723969
431720,397028,,0,1,172.8921133,1.503857453,0.138054683,0.022127041
431720,398220,,0,1,94.14632729,0.91058174,0.093096726,0.005098636
431720,398275,,0,1,157.7029052,1.146122116,0.079366809,0.04695533
431720,399255,,0,1,134.374745,1.141691464,0.104005233,0.020554931
431720,399557,,0,1,530.1288401,3.674951439,0.261042582,0.151149506
431720,399971,,0,1,416.0008871,3.489031844,0.299087883,0.066860043
431720,399974,,0,1,192.65507,1.50803539,0.117635689,0.046905455
431720,400046,,0,1,137.2333868,0.960974623,0.067605262,0.041317641
431720,400146,,0,1,440.9708243,3.391863019,0.257967323,0.097761075
431720,401157,,0,1,80.69862027,0.745135196,0.073036489,0.006197134
431720,379595,,2,1,132.9478914,1.317354881,0.133717367,0.003788446
431720,379596,,2,1,100.5487138,0.956090477,0.097632514,0.008265845
431720,379634,,2,1,305.6887133,2.467783177,0.198382638,0.061347845
431720,379637,,2,1,180.9885954,1.72096837,0.17573867,0.014878812
431720,379650,,2,1,13.36172228,0.1304613,0.013273817,0.000632698
431720,379657,,2,1,93.55756089,0.913379399,0.0929206,0.004437415
431720,379671,,2,1,293.9022347,1.889530881,0.12776232,0.101333996
431720,379673,,2,1,441.5094181,4.278857261,0.435826013,0.025224819
431720,379679,,2,1,26.81388156,0.254962733,0.030400204,0.002204527
431720,379697,,2,1,232.7665543,2.154643397,0.208184455,0.021036195
431720,379700,,2,1,94.97759588,0.899015952,0.091285995,0.00810308
431720,379900,,2,1,395.7758125,3.731197904,0.387439645,0.034278717
431720,379906,,2,1,81.6700976,0.778402291,0.081721625,0.006148179
431720,379916,,2,1,207.9263492,1.976660927,0.201791926,0.017125752
431720,379957,,2,1,271.945937,2.695710523,0.284316537,0.007860555
431720,379959,,2,1,126.8763434,1.240457737,0.126191319,0.005791818
431720,380009,,2,1,284.146815,2.350907016,0.201477501,0.047890679
431720,380049,,2,1,301.6461937,2.86827194,0.292897569,0.024797524
431720,380073,,2,1,214.1845533,2.068720544,0.210623237,0.013203861
431720,380082,,2,1,147.2169185,1.424360444,0.145112351,0.008731755
431720,380086,,2,1,707.5645812,6.877171707,0.695702406,0.036437701
431720,380115,,2,1,113.7760197,1.100194542,0.112092386,0.006830051
431720,380118,,2,1,140.6617698,1.346821121,0.147397221,0.010287744
431720,380197,,2,1,304.029926,2.277321972,0.171859516,0.074897742
431720,380202,,2,1,220.8187104,2.141852655,0.218142953,0.012343021
431720,380257,,2,1,175.1078556,1.674437831,0.170454352,0.012868586
431720,380283,,2,1,147.4745332,1.412639949,0.144119896,0.010667899
431720,380316,,2,1,187.6909651,1.784702568,0.182247379,0.015429567
431720,380322,,2,1,126.4637712,1.259804398,0.127483314,0.002634651
431720,380335,,2,1,68.60946565,0.650067102,0.076381808,0.008576787
431720,380351,,2,1,13.81588441,0.102592731,0.007369675,0.003374655
431720,380352,,2,1,20.53256146,0.172129949,0.02041267,0.005976551
431720,380354,,2,1,123.3832326,0.875824748,0.060193561,0.0367806
431720,380386,,2,1,14.36281143,0.13321752,0.044315473,0.002085521
431720,380405,,2,1,84.06678424,0.629805856,0.05032826,0.019338686
431720,380490,,2,1,59.58330352,0.478958595,0.044094847,0.01421727
431720,380610,,2,1,151.6211623,1.24057959,0.101015733,0.025735146
431720,380620,,2,1,455.128998,3.696783112,0.3035046,0.081961068
431720,380832,,2,1,13.94012806,0.135184247,0.021468263,0.000639829
431720,380843,,2,1,267.4971345,1.886004014,0.129166373,0.071325724
431720,380857,,2,1,545.0183841,5.53286142,0.563132617,0
431720,380864,,2,1,26.54003359,0.263968753,0.02678229,0.000631978
431720,380877,,2,1,48.90547078,0.488857232,0.064753413,0.002091892
431720,380891,,2,1,308.3607702,2.956077955,0.301542591,0.021977989
431720,380952,,2,1,105.6105088,0.837538517,0.065566766,0.020424182
431720,380986,,2,1,27.17299298,0.259170623,0.035096922,0.002032307
431720,381012,,2,1,229.3895102,2.225875164,0.22931733,0.014500559
431720,381026,,2,1,174.2764004,1.670741149,0.170434971,0.012417465
431720,381030,,2,1,6.691474357,0.064904616,0.022164761,0.00037403
431720,381062,,2,1,153.0968681,1.491894455,0.155511782,0.007800868
431720,381095,,2,1,131.2021248,1.238226257,0.1211126,0.009405578
431720,381109,,2,1,106.8841151,1.043633456,0.112888086,0.005952919
431720,381131,,2,1,37.68749278,0.271410321,0.019466015,0.01096425
431720,381132,,2,1,15.7381406,0.112098686,0.00758524,0.004242854
431720,381133,,2,1,17.99287551,0.140211683,0.014470621,0.006093362
431720,381221,,2,1,72.40441677,0.734302797,0.074177179,0
431720,381298,,2,1,120.6702938,1.150145119,0.117414782,0.00953333
431720,381311,,2,1,246.6229352,2.31442771,0.247180901,0.019840204
431720,381319,,2,1,180.1540874,1.756163054,0.178705372,0.008996881
431720,381366,,2,1,179.3532409,1.408434177,0.112397707,0.037072904
431720,381383,,2,1,164.0149811,1.355072538,0.12449301,0.027886996
431720,381389,,2,1,288.2397094,2.740793306,0.279879905,0.023695411
431720,381395,,2,1,372.282328,2.838811768,0.220327189,0.083308879
431720,381439,,2,1,46.92302641,0.451987466,0.050500691,0.003394113
431720,381446,,2,1,338.5929964,3.3629346,0.341279953,0.008664695
431720,381473,,2,1,826.7532921,7.549901592,0.717119346,0.08610146
431720,381550,,2,1,487.1281613,4.74809413,0.483150866,0.024383626
431720,381669,,2,1,335.779939,2.810052274,0.243158019,0.053822094
431720,381812,,2,1,259.3418504,2.566267668,0.272362363,0.00790777
431720,381822,,2,1,135.1042965,1.010916298,0.073417149,0.031931573
431720,381823,,2,1,11.34541965,0.092058168,0.010885271,0.001943298
431720,381875,,2,1,393.1487877,3.341360017,0.281244291,0.052955139
431720,381888,,2,1,171.9629968,1.003577818,0.063496353,0.068254219
431720,381921,,2,1,421.4473573,3.422333419,0.279894137,0.070556069
431720,381946,,2,1,6.563394039,0.066691562,0.02080505,1.56E-06
431720,381962,,2,1,75.75764941,0.503774581,0.031591865,0.022767294
