did,oid,eid,sid,ent,alightingCount,alightingCount_D,boardingCount,boardingCount_D,waitingTime,waitingTime_D,totalWaitingTime,totalWaitingTime_D
432282,388803,StopPoint:T2C3377704015495227,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388804,StopPoint:T2C3377704015496003,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388807,StopPoint:T2C3377704015496186,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388809,StopPoint:T2C3377704015495496,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388810,StopPoint:T2C3377704015496204,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388811,StopPoint:T2C3377704015495999,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388813,StopPoint:T2C3377704015495334,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388814,StopPoint:T2C3377704015495865,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388815,StopPoint:T2C3377704015495565,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388816,StopPoint:T2C3377704015496134,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388912,StopPoint:T2C3377704015496164,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388918,StopPoint:T2C3377704015495902,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388940,StopPoint:T2C3377704015495620,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388941,StopPoint:T2C3377704015496065,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388944,StopPoint:T2C3377704015496110,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388946,StopPoint:T2C3377704015496072,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388948,StopPoint:T2C3377704015495547,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388949,StopPoint:T2C3377704015496102,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388953,StopPoint:T2C3377704015495889,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388987,StopPoint:T2C3377704015496000,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388988,StopPoint:T2C3377704015496205,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,388989,StopPoint:T2C3377704015495497,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389023,StopPoint:T2C3377704015495349,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389027,StopPoint:T2C3377704015495298,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389031,StopPoint:T2C3377704015495693,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389033,StopPoint:T2C3377704015495501,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389038,StopPoint:T2C3377704015495776,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389039,StopPoint:T2C3377704015496139,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389059,StopPoint:T2C3377704015495337,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389062,StopPoint:T2C3377704015495312,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389087,StopPoint:T2C3377704015496062,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389091,StopPoint:T2C3377704015495502,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389093,StopPoint:T2C3377704015495694,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389095,StopPoint:T2C3377704015496405,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389098,StopPoint:T2C3377704015495874,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389099,StopPoint:T2C3377704015496075,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389100,StopPoint:T2C3377704015495433,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389101,StopPoint:T2C3377704015495348,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389121,StopPoint:T2C3377704015495313,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389122,StopPoint:T2C3377704015495920 StopPoint:T2C3377704015495919,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389198,StopPoint:T2C3377704015495909,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389199,StopPoint:T2C3377704015495997,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389200,StopPoint:T2C3377704015495516,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389201,StopPoint:T2C3377704015495385,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389221,StopPoint:T2C3377704015497018 StopPoint:T2C3377704015497079 StopPoint:T2C3377704015495336,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389222,StopPoint:T2C3377704015495268,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389223,StopPoint:T2C3377704015495223,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389281,StopPoint:T2C3377704015495529,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389282,StopPoint:T2C3377704015495386,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389283,StopPoint:T2C3377704015495517,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389284,StopPoint:T2C3377704015495998,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389285,StopPoint:T2C3377704015497129,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389315,StopPoint:T2C3377704015495224,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389316,StopPoint:T2C3377704015495269,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389385,StopPoint:T2C3377704015495214 StopPoint:T2C3377704015495215,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389405,StopPoint:T2C3377704015496057,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
432282,389406,StopPoint:T2C3377837159481488,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
